block,id,sensor_id,sensor_energy_value,sensor_timestamp,message_delay,computed_value
0,0,5,803.3,2025-12-08 00:00:00,50942.0,NO
0,1,5,790.0,2025-12-08 00:00:01,49940.0,NO
0,2,5,789.6,2025-12-08 00:00:02,48938.0,NO
0,3,5,833.646939,2025-12-08 00:00:03,27884.367347,YES
0,4,5,769.0,2025-12-08 00:00:04,47934.0,NO
0,5,5,833.646939,2025-12-08 00:00:05,27884.367347,YES
0,6,5,784.1,2025-12-08 00:00:06,46932.0,NO
0,7,5,799.8,2025-12-08 00:00:07,45928.0,NO
0,8,5,787.7,2025-12-08 00:00:08,44925.0,NO
0,9,5,798.1,2025-12-08 00:00:09,43922.0,NO
0,10,5,833.646939,2025-12-08 00:00:10,27884.367347,YES
0,11,5,786.2,2025-12-08 00:00:11,42918.0,NO
0,12,5,781.6,2025-12-08 00:00:12,41915.0,NO
0,13,5,822.0,2025-12-08 00:00:13,40912.0,NO
0,14,5,833.646939,2025-12-08 00:00:14,27884.367347,YES
0,15,5,765.1,2025-12-08 00:00:15,39910.0,NO
0,16,5,787.0,2025-12-08 00:00:16,38907.0,NO
0,17,5,812.8,2025-12-08 00:00:17,37906.0,NO
0,18,5,770.7,2025-12-08 00:00:18,36904.0,NO
0,19,5,791.2,2025-12-08 00:00:19,35902.0,NO
0,20,5,784.2,2025-12-08 00:00:20,34900.0,NO
0,21,5,778.6,2025-12-08 00:00:21,33897.0,NO
0,22,5,833.646939,2025-12-08 00:00:22,27884.367347,YES
0,23,5,784.0,2025-12-08 00:00:23,32895.0,NO
0,24,5,789.9,2025-12-08 00:00:24,31893.0,NO
0,25,5,779.6,2025-12-08 00:00:25,30891.0,NO
0,26,5,767.2,2025-12-08 00:00:26,29889.0,NO
0,27,5,822.7,2025-12-08 00:00:27,28887.0,NO
0,28,5,770.0,2025-12-08 00:00:28,27885.0,NO
0,29,5,773.0,2025-12-08 00:00:29,26883.0,NO
0,30,5,782.1,2025-12-08 00:00:30,25881.0,NO
0,31,5,769.1,2025-12-08 00:00:31,24879.0,NO
0,32,5,803.6,2025-12-08 00:00:32,23874.0,NO
0,33,5,906.6,2025-12-08 00:00:33,22872.0,NO
0,34,5,914.1,2025-12-08 00:00:34,21870.0,NO
0,35,5,833.646939,2025-12-08 00:00:35,27884.367347,YES
0,36,5,903.2,2025-12-08 00:00:36,20867.0,NO
