block,id,sensor_id,sensor_energy_value,sensor_timestamp,message_delay,computed_value
0,0,4,655.604,2025-12-08 00:00:00,28958.52,YES
0,1,4,673.2,2025-12-08 00:00:01,40995.0,NO
0,2,4,649.3,2025-12-08 00:00:02,39991.0,NO
0,3,4,655.604,2025-12-08 00:00:03,28958.52,YES
0,4,4,655.604,2025-12-08 00:00:04,28958.52,YES
0,5,4,642.5,2025-12-08 00:00:05,38987.0,NO
0,6,4,646.4,2025-12-08 00:00:06,37979.0,NO
0,7,4,653.8,2025-12-08 00:00:07,36977.0,NO
0,8,4,655.604,2025-12-08 00:00:08,28958.52,YES
0,9,4,665.9,2025-12-08 00:00:09,35974.0,NO
0,10,4,655.604,2025-12-08 00:00:10,28958.52,YES
0,11,4,639.5,2025-12-08 00:00:11,34972.0,NO
0,12,4,645.1,2025-12-08 00:00:12,33969.0,NO
0,13,4,653.9,2025-12-08 00:00:13,32967.0,NO
0,14,4,655.604,2025-12-08 00:00:14,28958.52,YES
0,15,4,652.6,2025-12-08 00:00:15,31965.0,NO
0,16,4,647.7,2025-12-08 00:00:16,30963.0,NO
0,17,4,663.9,2025-12-08 00:00:17,29961.0,NO
0,18,4,656.3,2025-12-08 00:00:18,28958.0,NO
0,19,4,663.4,2025-12-08 00:00:19,27955.0,NO
0,20,4,663.0,2025-12-08 00:00:20,26954.0,NO
0,21,4,655.5,2025-12-08 00:00:21,25951.0,NO
0,22,4,668.2,2025-12-08 00:00:22,24948.0,NO
0,23,4,650.8,2025-12-08 00:00:23,23945.0,NO
0,24,4,668.6,2025-12-08 00:00:24,22943.0,NO
0,25,4,659.1,2025-12-08 00:00:25,21941.0,NO
0,26,4,655.604,2025-12-08 00:00:26,28958.52,YES
0,27,4,667.1,2025-12-08 00:00:27,20938.0,NO
0,28,4,653.9,2025-12-08 00:00:28,19936.0,NO
0,29,4,655.604,2025-12-08 00:00:29,28958.52,YES
0,30,4,647.4,2025-12-08 00:00:30,18934.0,NO
0,31,4,649.5,2025-12-08 00:00:31,17931.0,NO
0,32,4,653.5,2025-12-08 00:00:32,16929.0,NO
0,33,4,655.604,2025-12-08 00:00:33,28958.52,YES
0,34,4,655.604,2025-12-08 00:00:34,28958.52,YES
0,35,4,655.604,2025-12-08 00:00:35,28958.52,YES
0,36,4,655.604,2025-12-08 00:00:36,28958.52,YES
0,37,4,655.604,2025-12-08 00:00:37,28958.52,YES
0,38,4,655.604,2025-12-08 00:00:38,28958.52,YES
0,39,4,655.604,2025-12-08 00:00:39,28958.52,YES
0,40,4,655.604,2025-12-08 00:00:40,28958.52,YES
0,41,4,655.604,2025-12-08 00:00:41,28958.52,YES
0,42,4,655.604,2025-12-08 00:00:42,28958.52,YES
0,43,4,655.604,2025-12-08 00:00:43,28958.52,YES
0,44,4,655.604,2025-12-08 00:00:44,28958.52,YES
0,45,4,655.604,2025-12-08 00:00:45,28958.52,YES
0,46,4,655.604,2025-12-08 00:00:46,28958.52,YES
0,47,4,655.604,2025-12-08 00:00:47,28958.52,YES
0,48,4,655.604,2025-12-08 00:00:48,28958.52,YES
0,49,4,655.604,2025-12-08 00:00:49,28958.52,YES
0,50,4,655.604,2025-12-08 00:00:50,28958.52,YES
0,51,4,655.604,2025-12-08 00:00:51,28958.52,YES
0,52,4,655.604,2025-12-08 00:00:52,28958.52,YES
0,53,4,655.604,2025-12-08 00:00:53,28958.52,YES
0,54,4,655.604,2025-12-08 00:00:54,28958.52,YES
0,55,4,655.604,2025-12-08 00:00:55,28958.52,YES
0,56,4,655.604,2025-12-08 00:00:56,28958.52,YES
0,57,4,655.604,2025-12-08 00:00:57,28958.52,YES
0,58,4,655.604,2025-12-08 00:00:58,28958.52,YES
0,59,4,655.604,2025-12-08 00:00:59,28958.52,YES
1,0,4,1134.958333,2025-12-08 00:01:00,52186.166667,YES
1,1,4,1134.958333,2025-12-08 00:01:01,52186.166667,YES
1,2,4,1134.958333,2025-12-08 00:01:02,52186.166667,YES
1,3,4,1134.958333,2025-12-08 00:01:03,52186.166667,YES
1,4,4,744.8,2025-12-08 00:01:04,75741.0,NO
1,5,4,968.4,2025-12-08 00:01:05,74739.0,NO
1,6,4,1113.1,2025-12-08 00:01:06,73737.0,NO
1,7,4,945.5,2025-12-08 00:01:07,72735.0,NO
1,8,4,938.2,2025-12-08 00:01:08,71732.0,NO
1,9,4,1011.0,2025-12-08 00:01:09,70730.0,NO
1,10,4,951.6,2025-12-08 00:01:10,69729.0,NO
1,11,4,1134.958333,2025-12-08 00:01:11,52186.166667,YES
1,12,4,1019.1,2025-12-08 00:01:12,68727.0,NO
1,13,4,1045.8,2025-12-08 00:01:13,67725.0,NO
1,14,4,1063.3,2025-12-08 00:01:14,66722.0,NO
1,15,4,1104.3,2025-12-08 00:01:15,65719.0,NO
1,16,4,1110.7,2025-12-08 00:01:16,64717.0,NO
1,17,4,1133.0,2025-12-08 00:01:17,63715.0,NO
1,18,4,1145.3,2025-12-08 00:01:18,62712.0,NO
1,19,4,1153.4,2025-12-08 00:01:19,61711.0,NO
1,20,4,1170.9,2025-12-08 00:01:20,60708.0,NO
1,21,4,1134.958333,2025-12-08 00:01:21,52186.166667,YES
1,22,4,1168.8,2025-12-08 00:01:22,59706.0,NO
1,23,4,1164.3,2025-12-08 00:01:23,58702.0,NO
1,24,4,1170.1,2025-12-08 00:01:24,57699.0,NO
1,25,4,1171.8,2025-12-08 00:01:25,56697.0,NO
1,26,4,1168.4,2025-12-08 00:01:26,55696.0,NO
1,27,4,1175.4,2025-12-08 00:01:27,54693.0,NO
1,28,4,1134.958333,2025-12-08 00:01:28,52186.166667,YES
1,29,4,1181.0,2025-12-08 00:01:29,53691.0,NO
1,30,4,1167.7,2025-12-08 00:01:30,52688.0,NO
1,31,4,1134.958333,2025-12-08 00:01:31,52186.166667,YES
1,32,4,1134.958333,2025-12-08 00:01:32,52186.166667,YES
1,33,4,1169.0,2025-12-08 00:01:33,51684.0,NO
1,34,4,1173.3,2025-12-08 00:01:34,50682.0,NO
1,35,4,1165.8,2025-12-08 00:01:35,49680.0,NO
1,36,4,1172.4,2025-12-08 00:01:36,48677.0,NO
1,37,4,1166.4,2025-12-08 00:01:37,47675.0,NO
1,38,4,1166.9,2025-12-08 00:01:38,46672.0,NO
1,39,4,1173.1,2025-12-08 00:01:39,45670.0,NO
1,40,4,1185.3,2025-12-08 00:01:40,44668.0,NO
1,41,4,1182.5,2025-12-08 00:01:41,43666.0,NO
1,42,4,1180.5,2025-12-08 00:01:42,42664.0,NO
1,43,4,1183.9,2025-12-08 00:01:43,41662.0,NO
1,44,4,1134.958333,2025-12-08 00:01:44,52186.166667,YES
1,45,4,1134.958333,2025-12-08 00:01:45,52186.166667,YES
1,46,4,1190.9,2025-12-08 00:01:46,40659.0,NO
1,47,4,1186.4,2025-12-08 00:01:47,39656.0,NO
1,48,4,1191.0,2025-12-08 00:01:48,38653.0,NO
1,49,4,1199.9,2025-12-08 00:01:49,37650.0,NO
1,50,4,1134.958333,2025-12-08 00:01:50,52186.166667,YES
1,51,4,1199.1,2025-12-08 00:01:51,36647.0,NO
1,52,4,1197.1,2025-12-08 00:01:52,35645.0,NO
1,53,4,1194.3,2025-12-08 00:01:53,34643.0,NO
1,54,4,1196.7,2025-12-08 00:01:54,33641.0,NO
1,55,4,1197.7,2025-12-08 00:01:55,32638.0,NO
1,56,4,1191.0,2025-12-08 00:01:56,31636.0,NO
1,57,4,1207.9,2025-12-08 00:01:57,30634.0,NO
1,58,4,1203.8,2025-12-08 00:01:58,29633.0,NO
1,59,4,1217.2,2025-12-08 00:01:59,28630.0,NO
