run_id,architecture,log_file,block,position_in_window,sensor_id,sensor_energy_value,sensor_timestamp,message_delay_ms,analytic_window_wait_ms,processing_overhead_ms
B1-flink-1,flink,architecture1_1st_run_logs.log,3,11,1,1268.3,2025-12-08 00:03:11,55230.0,48000,7230.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,12,1,1271.6,2025-12-08 00:03:12,54228.0,47000,7228.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,13,1,1267.8,2025-12-08 00:03:13,53226.0,46000,7226.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,14,1,1269.1,2025-12-08 00:03:14,52225.0,45000,7225.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,15,1,1279.5,2025-12-08 00:03:15,51223.0,44000,7223.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,16,1,1265.1,2025-12-08 00:03:16,50221.0,43000,7221.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,17,1,1267.3,2025-12-08 00:03:17,49218.0,42000,7218.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,18,1,1271.7,2025-12-08 00:03:18,48216.0,41000,7216.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,19,1,1273.7,2025-12-08 00:03:19,47214.0,40000,7214.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,20,1,1271.5,2025-12-08 00:03:20,46211.0,39000,7211.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,21,1,1275.9,2025-12-08 00:03:21,45209.0,38000,7209.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,22,1,1274.3,2025-12-08 00:03:22,44206.0,37000,7206.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,23,1,1280.4,2025-12-08 00:03:23,43204.0,36000,7204.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,24,1,1283.8,2025-12-08 00:03:24,42203.0,35000,7203.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,25,1,1263.9,2025-12-08 00:03:25,41201.0,34000,7201.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,26,1,1270.2,2025-12-08 00:03:26,40199.0,33000,7199.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,27,1,1307.2,2025-12-08 00:03:27,39198.0,32000,7198.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,28,1,1400.8,2025-12-08 00:03:28,38197.0,31000,7197.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,29,1,1377.4,2025-12-08 00:03:29,37195.0,30000,7195.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,30,1,1377.1,2025-12-08 00:03:30,36194.0,29000,7194.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,31,1,1377.2,2025-12-08 00:03:31,35191.0,28000,7191.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,32,1,1377.5,2025-12-08 00:03:32,34189.0,27000,7189.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,33,1,1380.9,2025-12-08 00:03:33,33187.0,26000,7187.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,34,1,1385.2,2025-12-08 00:03:34,32185.0,25000,7185.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,35,1,1390.8,2025-12-08 00:03:35,31183.0,24000,7183.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,36,1,1366.7,2025-12-08 00:03:36,30181.0,23000,7181.0
B1-flink-1,flink,architecture1_1st_run_logs.log,3,37,1,1379.2,2025-12-08 00:03:37,29179.0,22000,7179.0
