sensor_timestamp,sensor_id,sensor_energy_value
2025-12-08 00:00:00,1,699.6
2025-12-08 00:00:01,1,710.8
2025-12-08 00:00:02,1,695.3
2025-12-08 00:00:03,1,695.3
2025-12-08 00:00:04,1,693.7
2025-12-08 00:00:05,1,695.2
2025-12-08 00:00:06,1,694.9
2025-12-08 00:00:07,1,694.4
2025-12-08 00:00:08,1,693.6
2025-12-08 00:00:09,1,700.2
2025-12-08 00:00:10,1,702.3
2025-12-08 00:00:11,1,694.8
2025-12-08 00:00:12,1,694.7
2025-12-08 00:00:13,1,693.1
2025-12-08 00:00:14,1,695.3
2025-12-08 00:00:15,1,693.7
2025-12-08 00:00:16,1,694.5
2025-12-08 00:00:17,1,694.6
2025-12-08 00:00:18,1,696.1
2025-12-08 00:00:19,1,708.9
2025-12-08 00:00:20,1,697.9
2025-12-08 00:00:21,1,701.4
2025-12-08 00:00:22,1,695.0
2025-12-08 00:00:23,1,695.6
2025-12-08 00:00:24,1,695.7
2025-12-08 00:00:25,1,690.8
2025-12-08 00:00:26,1,693.2
2025-12-08 00:00:27,1,713.7
2025-12-08 00:00:28,1,695.1
2025-12-08 00:00:29,1,694.1
2025-12-08 00:00:30,1,691.4
2025-12-08 00:00:31,1,690.4
2025-12-08 00:00:32,1,695.3
2025-12-08 00:00:33,1,827.1
2025-12-08 00:00:34,1,797.3
2025-12-08 00:00:35,1,803.6
2025-12-08 00:00:36,1,796.7
2025-12-08 00:00:37,1,704.4
2025-12-08 00:00:38,1,792.7
2025-12-08 00:00:39,1,850.3
2025-12-08 00:00:40,1,808.5
2025-12-08 00:00:41,1,810.8
2025-12-08 00:00:42,1,731.2379999999998
2025-12-08 00:00:43,1,731.2379999999998
2025-12-08 00:00:44,1,797.1
2025-12-08 00:00:45,1,794.5
2025-12-08 00:00:46,1,799.0
2025-12-08 00:00:47,1,795.6
2025-12-08 00:00:48,1,799.2
2025-12-08 00:00:49,1,795.9
2025-12-08 00:00:50,1,797.5
2025-12-08 00:00:51,1,801.1
2025-12-08 00:00:52,1,731.2379999999998
2025-12-08 00:00:53,1,731.2379999999998
2025-12-08 00:00:54,1,731.2379999999998
2025-12-08 00:00:55,1,731.2379999999998
2025-12-08 00:00:56,1,731.2379999999998
2025-12-08 00:00:57,1,731.2379999999998
2025-12-08 00:00:58,1,731.2379999999998
2025-12-08 00:00:59,1,731.2379999999998
2025-12-08 00:01:00,1,1218.3672727272728
2025-12-08 00:01:01,1,1218.3672727272728
2025-12-08 00:01:02,1,1218.3672727272728
2025-12-08 00:01:03,1,1218.3672727272728
2025-12-08 00:01:04,1,1218.3672727272728
2025-12-08 00:01:05,1,1026.4
2025-12-08 00:01:06,1,1181.0
2025-12-08 00:01:07,1,1017.9
2025-12-08 00:01:08,1,998.6
2025-12-08 00:01:09,1,1076.1
2025-12-08 00:01:10,1,1009.1
2025-12-08 00:01:11,1,1058.5
2025-12-08 00:01:12,1,1085.7
2025-12-08 00:01:13,1,1110.5
2025-12-08 00:01:14,1,1138.4
2025-12-08 00:01:15,1,1162.7
2025-12-08 00:01:16,1,1179.2
2025-12-08 00:01:17,1,1200.0
2025-12-08 00:01:18,1,1217.7
2025-12-08 00:01:19,1,1231.6
2025-12-08 00:01:20,1,1241.7
2025-12-08 00:01:21,1,1244.7
2025-12-08 00:01:22,1,1240.0
2025-12-08 00:01:23,1,1247.0
2025-12-08 00:01:24,1,1251.8
2025-12-08 00:01:25,1,1247.7
2025-12-08 00:01:26,1,1245.2
2025-12-08 00:01:27,1,1251.2
2025-12-08 00:01:28,1,1250.8
2025-12-08 00:01:29,1,1253.0
2025-12-08 00:01:30,1,1248.4
2025-12-08 00:01:31,1,1245.4
2025-12-08 00:01:32,1,1245.5
2025-12-08 00:01:33,1,1246.1
2025-12-08 00:01:34,1,1248.1
2025-12-08 00:01:35,1,1249.2
2025-12-08 00:01:36,1,1250.9
2025-12-08 00:01:37,1,1243.0
2025-12-08 00:01:38,1,1243.8
2025-12-08 00:01:39,1,1248.7
2025-12-08 00:01:40,1,1249.9
2025-12-08 00:01:41,1,1249.9
2025-12-08 00:01:42,1,1255.7
2025-12-08 00:01:43,1,1259.2
2025-12-08 00:01:44,1,1257.6
2025-12-08 00:01:45,1,1266.0
2025-12-08 00:01:46,1,1267.9
2025-12-08 00:01:47,1,1266.5
2025-12-08 00:01:48,1,1269.9
2025-12-08 00:01:49,1,1267.9
2025-12-08 00:01:50,1,1269.7
2025-12-08 00:01:51,1,1274.2
2025-12-08 00:01:52,1,1274.1
2025-12-08 00:01:53,1,1271.6
2025-12-08 00:01:54,1,1274.6
2025-12-08 00:01:55,1,1273.1
2025-12-08 00:01:56,1,1273.5
2025-12-08 00:01:57,1,1279.1
2025-12-08 00:01:58,1,1277.1
2025-12-08 00:01:59,1,1297.1
2025-12-08 00:02:00,1,1272.790909090909
