sensor_id,aprt_power,sensor_timestamp
1,699.6,2025-12-08 00:00:00+00
1,710.8,2025-12-08 00:00:01+00
1,695.3,2025-12-08 00:00:02+00
1,695.3,2025-12-08 00:00:03+00
1,693.7,2025-12-08 00:00:04+00
1,695.2,2025-12-08 00:00:05+00
1,694.9,2025-12-08 00:00:06+00
1,694.4,2025-12-08 00:00:07+00
1,693.6,2025-12-08 00:00:08+00
1,700.2,2025-12-08 00:00:09+00
1,702.3,2025-12-08 00:00:10+00
1,694.8,2025-12-08 00:00:11+00
1,694.7,2025-12-08 00:00:12+00
1,693.1,2025-12-08 00:00:13+00
1,695.3,2025-12-08 00:00:14+00
1,693.7,2025-12-08 00:00:15+00
1,694.5,2025-12-08 00:00:16+00
1,694.6,2025-12-08 00:00:17+00
1,696.1,2025-12-08 00:00:18+00
1,708.9,2025-12-08 00:00:19+00
1,697.9,2025-12-08 00:00:20+00
1,701.4,2025-12-08 00:00:21+00
1,695,2025-12-08 00:00:22+00
1,695.6,2025-12-08 00:00:23+00
1,695.7,2025-12-08 00:00:24+00
1,690.8,2025-12-08 00:00:25+00
1,693.2,2025-12-08 00:00:26+00
1,713.7,2025-12-08 00:00:27+00
1,695.1,2025-12-08 00:00:28+00
1,694.1,2025-12-08 00:00:29+00
1,691.4,2025-12-08 00:00:30+00
1,690.4,2025-12-08 00:00:31+00
1,695.3,2025-12-08 00:00:32+00
1,827.1,2025-12-08 00:00:33+00
1,797.3,2025-12-08 00:00:34+00
1,803.6,2025-12-08 00:00:35+00
1,796.7,2025-12-08 00:00:36+00
1,704.4,2025-12-08 00:00:37+00
1,792.7,2025-12-08 00:00:38+00
1,850.3,2025-12-08 00:00:39+00
1,808.5,2025-12-08 00:00:40+00
1,810.8,2025-12-08 00:00:41+00
1,809.5,2025-12-08 00:00:42+00
1,799.3,2025-12-08 00:00:43+00
1,797.1,2025-12-08 00:00:44+00
1,794.5,2025-12-08 00:00:45+00
1,799,2025-12-08 00:00:46+00
1,795.6,2025-12-08 00:00:47+00
1,799.2,2025-12-08 00:00:48+00
1,795.9,2025-12-08 00:00:49+00
1,797.5,2025-12-08 00:00:50+00
1,801.1,2025-12-08 00:00:51+00
1,800.3,2025-12-08 00:00:52+00
1,796.4,2025-12-08 00:00:53+00
1,796.5,2025-12-08 00:00:54+00
1,799.2,2025-12-08 00:00:55+00
1,798.3,2025-12-08 00:00:56+00
1,799.4,2025-12-08 00:00:57+00
1,798.7,2025-12-08 00:00:58+00
1,798.8,2025-12-08 00:00:59+00
1,1210.914286,2025-12-08 00:01:00+00
1,1210.914286,2025-12-08 00:01:01+00
1,1210.914286,2025-12-08 00:01:02+00
1,1210.914286,2025-12-08 00:01:03+00
1,801,2025-12-08 00:01:04+00
1,1026.4,2025-12-08 00:01:05+00
1,1181,2025-12-08 00:01:06+00
1,1017.9,2025-12-08 00:01:07+00
1,998.6,2025-12-08 00:01:08+00
1,1076.1,2025-12-08 00:01:09+00
1,1009.1,2025-12-08 00:01:10+00
1,1058.5,2025-12-08 00:01:11+00
1,1085.7,2025-12-08 00:01:12+00
1,1110.5,2025-12-08 00:01:13+00
1,1138.4,2025-12-08 00:01:14+00
1,1162.7,2025-12-08 00:01:15+00
1,1179.2,2025-12-08 00:01:16+00
1,1200,2025-12-08 00:01:17+00
1,1217.7,2025-12-08 00:01:18+00
1,1231.6,2025-12-08 00:01:19+00
1,1241.7,2025-12-08 00:01:20+00
1,1244.7,2025-12-08 00:01:21+00
1,1240,2025-12-08 00:01:22+00
1,1247,2025-12-08 00:01:23+00
1,1251.8,2025-12-08 00:01:24+00
1,1247.7,2025-12-08 00:01:25+00
1,1245.2,2025-12-08 00:01:26+00
1,1251.2,2025-12-08 00:01:27+00
1,1250.8,2025-12-08 00:01:28+00
1,1253,2025-12-08 00:01:29+00
1,1248.4,2025-12-08 00:01:30+00
1,1245.4,2025-12-08 00:01:31+00
1,1245.5,2025-12-08 00:01:32+00
1,1246.1,2025-12-08 00:01:33+00
1,1248.1,2025-12-08 00:01:34+00
1,1249.2,2025-12-08 00:01:35+00
1,1250.9,2025-12-08 00:01:36+00
1,1243,2025-12-08 00:01:37+00
1,1243.8,2025-12-08 00:01:38+00
1,1248.7,2025-12-08 00:01:39+00
1,1249.9,2025-12-08 00:01:40+00
1,1249.9,2025-12-08 00:01:41+00
1,1255.7,2025-12-08 00:01:42+00
1,1259.2,2025-12-08 00:01:43+00
1,1257.6,2025-12-08 00:01:44+00
1,1266,2025-12-08 00:01:45+00
1,1267.9,2025-12-08 00:01:46+00
1,1266.5,2025-12-08 00:01:47+00
1,1269.9,2025-12-08 00:01:48+00
1,1267.9,2025-12-08 00:01:49+00
1,1269.7,2025-12-08 00:01:50+00
1,1274.2,2025-12-08 00:01:51+00
1,1274.1,2025-12-08 00:01:52+00
1,1271.6,2025-12-08 00:01:53+00
1,1274.6,2025-12-08 00:01:54+00
1,1273.1,2025-12-08 00:01:55+00
1,1273.5,2025-12-08 00:01:56+00
1,1279.1,2025-12-08 00:01:57+00
1,1277.1,2025-12-08 00:01:58+00
1,1297.1,2025-12-08 00:01:59+00
1,1279.1,2025-12-08 00:02:00+00
1,1272.2,2025-12-08 00:02:01+00
1,1270.8,2025-12-08 00:02:02+00
1,1271.8,2025-12-08 00:02:03+00
1,1271.3,2025-12-08 00:02:04+00
1,1270.7,2025-12-08 00:02:05+00
1,1272.9,2025-12-08 00:02:06+00
1,1276.5,2025-12-08 00:02:07+00
1,1268.7,2025-12-08 00:02:08+00
1,1267.4,2025-12-08 00:02:09+00
1,1270.3,2025-12-08 00:02:10+00
1,1266.6,2025-12-08 00:02:11+00
1,1271.5,2025-12-08 00:02:12+00
1,1267.8,2025-12-08 00:02:13+00
1,1268.8,2025-12-08 00:02:14+00
1,1288.2,2025-12-08 00:02:15+00
1,1267.6,2025-12-08 00:02:16+00
1,1271.8,2025-12-08 00:02:17+00
1,1272.5,2025-12-08 00:02:18+00
1,1277.3,2025-12-08 00:02:19+00
1,1277.5,2025-12-08 00:02:20+00
1,1280.7,2025-12-08 00:02:21+00
1,1274.7,2025-12-08 00:02:22+00
1,1274.9,2025-12-08 00:02:23+00
1,1278.8,2025-12-08 00:02:24+00
1,1271.3,2025-12-08 00:02:25+00
1,1271.4,2025-12-08 00:02:26+00
1,1276.4,2025-12-08 00:02:27+00
1,1275.2,2025-12-08 00:02:28+00
1,1276.9,2025-12-08 00:02:29+00
1,1274.4,2025-12-08 00:02:30+00
1,1268.6,2025-12-08 00:02:31+00
1,1269.6,2025-12-08 00:02:32+00
1,1274,2025-12-08 00:02:33+00
1,1270.5,2025-12-08 00:02:34+00
1,1271.8,2025-12-08 00:02:35+00
1,1270.9,2025-12-08 00:02:36+00
1,1269.2,2025-12-08 00:02:37+00
1,1271.1,2025-12-08 00:02:38+00
1,1273.3,2025-12-08 00:02:39+00
1,1272.9,2025-12-08 00:02:40+00
1,1277.5,2025-12-08 00:02:41+00
1,1269.7,2025-12-08 00:02:42+00
1,1266.1,2025-12-08 00:02:43+00
1,1271,2025-12-08 00:02:44+00
1,1269.3,2025-12-08 00:02:45+00
1,1272.8,2025-12-08 00:02:46+00
1,1274.3,2025-12-08 00:02:47+00
1,1269.5,2025-12-08 00:02:48+00
1,1268.6,2025-12-08 00:02:49+00
1,1269.2,2025-12-08 00:02:50+00
