sensor_id,aprt_power,sensor_timestamp
9,754.6,2025-12-08 00:00:00+00
9,765.8,2025-12-08 00:00:01+00
9,750.3,2025-12-08 00:00:02+00
9,750.3,2025-12-08 00:00:03+00
9,748.7,2025-12-08 00:00:04+00
9,750.2,2025-12-08 00:00:05+00
9,749.9,2025-12-08 00:00:06+00
9,749.4,2025-12-08 00:00:07+00
9,748.6,2025-12-08 00:00:08+00
9,755.2,2025-12-08 00:00:09+00
9,757.3,2025-12-08 00:00:10+00
9,749.8,2025-12-08 00:00:11+00
9,749.7,2025-12-08 00:00:12+00
9,748.1,2025-12-08 00:00:13+00
9,750.3,2025-12-08 00:00:14+00
9,748.7,2025-12-08 00:00:15+00
9,749.5,2025-12-08 00:00:16+00
9,749.6,2025-12-08 00:00:17+00
9,751.1,2025-12-08 00:00:18+00
9,763.9,2025-12-08 00:00:19+00
9,752.9,2025-12-08 00:00:20+00
9,756.4,2025-12-08 00:00:21+00
9,750,2025-12-08 00:00:22+00
9,750.6,2025-12-08 00:00:23+00
9,750.7,2025-12-08 00:00:24+00
9,745.8,2025-12-08 00:00:25+00
9,748.2,2025-12-08 00:00:26+00
9,768.7,2025-12-08 00:00:27+00
9,750.1,2025-12-08 00:00:28+00
9,749.1,2025-12-08 00:00:29+00
9,746.4,2025-12-08 00:00:30+00
9,745.4,2025-12-08 00:00:31+00
9,750.3,2025-12-08 00:00:32+00
9,882.1,2025-12-08 00:00:33+00
9,852.3,2025-12-08 00:00:34+00
9,858.6,2025-12-08 00:00:35+00
9,851.7,2025-12-08 00:00:36+00
9,759.4,2025-12-08 00:00:37+00
9,847.7,2025-12-08 00:00:38+00
9,905.3,2025-12-08 00:00:39+00
9,863.5,2025-12-08 00:00:40+00
9,865.8,2025-12-08 00:00:41+00
9,864.5,2025-12-08 00:00:42+00
9,854.3,2025-12-08 00:00:43+00
9,852.1,2025-12-08 00:00:44+00
9,849.5,2025-12-08 00:00:45+00
9,854,2025-12-08 00:00:46+00
9,850.6,2025-12-08 00:00:47+00
9,854.2,2025-12-08 00:00:48+00
9,850.9,2025-12-08 00:00:49+00
9,852.5,2025-12-08 00:00:50+00
9,856.1,2025-12-08 00:00:51+00
9,855.3,2025-12-08 00:00:52+00
9,851.4,2025-12-08 00:00:53+00
9,851.5,2025-12-08 00:00:54+00
9,854.2,2025-12-08 00:00:55+00
9,853.3,2025-12-08 00:00:56+00
9,854.4,2025-12-08 00:00:57+00
9,853.7,2025-12-08 00:00:58+00
9,853.8,2025-12-08 00:00:59+00
9,1265.914286,2025-12-08 00:01:00+00
9,1265.914286,2025-12-08 00:01:01+00
9,1265.914286,2025-12-08 00:01:02+00
9,1265.914286,2025-12-08 00:01:03+00
9,856,2025-12-08 00:01:04+00
9,1081.4,2025-12-08 00:01:05+00
9,1236,2025-12-08 00:01:06+00
9,1072.9,2025-12-08 00:01:07+00
9,1053.6,2025-12-08 00:01:08+00
9,1131.1,2025-12-08 00:01:09+00
9,1064.1,2025-12-08 00:01:10+00
9,1113.5,2025-12-08 00:01:11+00
9,1140.7,2025-12-08 00:01:12+00
9,1165.5,2025-12-08 00:01:13+00
9,1193.4,2025-12-08 00:01:14+00
9,1217.7,2025-12-08 00:01:15+00
9,1234.2,2025-12-08 00:01:16+00
9,1255,2025-12-08 00:01:17+00
9,1272.7,2025-12-08 00:01:18+00
9,1286.6,2025-12-08 00:01:19+00
9,1296.7,2025-12-08 00:01:20+00
9,1299.7,2025-12-08 00:01:21+00
9,1295,2025-12-08 00:01:22+00
9,1302,2025-12-08 00:01:23+00
9,1306.8,2025-12-08 00:01:24+00
9,1302.7,2025-12-08 00:01:25+00
9,1300.2,2025-12-08 00:01:26+00
9,1306.2,2025-12-08 00:01:27+00
9,1305.8,2025-12-08 00:01:28+00
9,1308,2025-12-08 00:01:29+00
9,1303.4,2025-12-08 00:01:30+00
9,1300.4,2025-12-08 00:01:31+00
9,1300.5,2025-12-08 00:01:32+00
9,1301.1,2025-12-08 00:01:33+00
9,1303.1,2025-12-08 00:01:34+00
9,1304.2,2025-12-08 00:01:35+00
9,1305.9,2025-12-08 00:01:36+00
9,1298,2025-12-08 00:01:37+00
9,1298.8,2025-12-08 00:01:38+00
9,1303.7,2025-12-08 00:01:39+00
9,1304.9,2025-12-08 00:01:40+00
9,1304.9,2025-12-08 00:01:41+00
9,1310.7,2025-12-08 00:01:42+00
9,1314.2,2025-12-08 00:01:43+00
9,1312.6,2025-12-08 00:01:44+00
9,1321,2025-12-08 00:01:45+00
9,1322.9,2025-12-08 00:01:46+00
9,1321.5,2025-12-08 00:01:47+00
9,1324.9,2025-12-08 00:01:48+00
9,1322.9,2025-12-08 00:01:49+00
9,1324.7,2025-12-08 00:01:50+00
9,1329.2,2025-12-08 00:01:51+00
9,1329.1,2025-12-08 00:01:52+00
9,1326.6,2025-12-08 00:01:53+00
9,1329.6,2025-12-08 00:01:54+00
9,1328.1,2025-12-08 00:01:55+00
9,1328.5,2025-12-08 00:01:56+00
9,1334.1,2025-12-08 00:01:57+00
9,1332.1,2025-12-08 00:01:58+00
9,1352.1,2025-12-08 00:01:59+00
9,1334.1,2025-12-08 00:02:00+00
9,1327.2,2025-12-08 00:02:01+00
9,1325.8,2025-12-08 00:02:02+00
9,1326.8,2025-12-08 00:02:03+00
9,1326.3,2025-12-08 00:02:04+00
9,1325.7,2025-12-08 00:02:05+00
9,1327.9,2025-12-08 00:02:06+00
9,1331.5,2025-12-08 00:02:07+00
9,1323.7,2025-12-08 00:02:08+00
9,1322.4,2025-12-08 00:02:09+00
9,1325.3,2025-12-08 00:02:10+00
9,1321.6,2025-12-08 00:02:11+00
9,1326.5,2025-12-08 00:02:12+00
9,1322.8,2025-12-08 00:02:13+00
9,1323.8,2025-12-08 00:02:14+00
9,1343.2,2025-12-08 00:02:15+00
9,1322.6,2025-12-08 00:02:16+00
9,1326.8,2025-12-08 00:02:17+00
9,1327.5,2025-12-08 00:02:18+00
9,1332.3,2025-12-08 00:02:19+00
9,1332.5,2025-12-08 00:02:20+00
9,1335.7,2025-12-08 00:02:21+00
9,1329.7,2025-12-08 00:02:22+00
9,1329.9,2025-12-08 00:02:23+00
9,1333.8,2025-12-08 00:02:24+00
9,1326.3,2025-12-08 00:02:25+00
9,1326.4,2025-12-08 00:02:26+00
9,1331.4,2025-12-08 00:02:27+00
9,1330.2,2025-12-08 00:02:28+00
9,1331.9,2025-12-08 00:02:29+00
9,1329.4,2025-12-08 00:02:30+00
9,1323.6,2025-12-08 00:02:31+00
9,1324.6,2025-12-08 00:02:32+00
9,1329,2025-12-08 00:02:33+00
9,1325.5,2025-12-08 00:02:34+00
9,1326.8,2025-12-08 00:02:35+00
9,1325.9,2025-12-08 00:02:36+00
9,1324.2,2025-12-08 00:02:37+00
9,1326.1,2025-12-08 00:02:38+00
9,1328.3,2025-12-08 00:02:39+00
9,1327.9,2025-12-08 00:02:40+00
9,1332.5,2025-12-08 00:02:41+00
9,1324.7,2025-12-08 00:02:42+00
9,1321.1,2025-12-08 00:02:43+00
9,1326,2025-12-08 00:02:44+00
9,1324.3,2025-12-08 00:02:45+00
9,1327.8,2025-12-08 00:02:46+00
9,1329.3,2025-12-08 00:02:47+00
9,1324.5,2025-12-08 00:02:48+00
9,1323.6,2025-12-08 00:02:49+00
9,1324.2,2025-12-08 00:02:50+00
9,1327.9,2025-12-08 00:02:51+00
9,1324.6,2025-12-08 00:02:52+00
9,1324.1,2025-12-08 00:02:53+00
9,1320.1,2025-12-08 00:02:54+00
9,1324,2025-12-08 00:02:55+00
9,1324,2025-12-08 00:02:56+00
9,1328.6,2025-12-08 00:02:57+00
9,1324.1,2025-12-08 00:02:58+00
9,1332.4,2025-12-08 00:02:59+00
9,1326.2,2025-12-08 00:03:00+00
9,1328.9,2025-12-08 00:03:01+00
9,1326.9,2025-12-08 00:03:02+00
9,1324.8,2025-12-08 00:03:03+00
9,1340.8,2025-12-08 00:03:04+00
9,1325.1,2025-12-08 00:03:05+00
9,1346.2,2025-12-08 00:03:06+00
9,1321.4,2025-12-08 00:03:07+00
9,1319.3,2025-12-08 00:03:08+00
9,1330.5,2025-12-08 00:03:09+00
9,1327.3,2025-12-08 00:03:10+00
9,1323.3,2025-12-08 00:03:11+00
9,1326.6,2025-12-08 00:03:12+00
9,1322.8,2025-12-08 00:03:13+00
