sensor_id,aprt_power,sensor_timestamp
12,674.6,2025-12-08 00:00:00+00
12,685.8,2025-12-08 00:00:01+00
12,670.3,2025-12-08 00:00:02+00
12,670.3,2025-12-08 00:00:03+00
12,668.7,2025-12-08 00:00:04+00
12,670.2,2025-12-08 00:00:05+00
12,669.9,2025-12-08 00:00:06+00
12,669.4,2025-12-08 00:00:07+00
12,668.6,2025-12-08 00:00:08+00
12,675.2,2025-12-08 00:00:09+00
12,677.3,2025-12-08 00:00:10+00
12,669.8,2025-12-08 00:00:11+00
12,669.7,2025-12-08 00:00:12+00
12,668.1,2025-12-08 00:00:13+00
12,670.3,2025-12-08 00:00:14+00
12,668.7,2025-12-08 00:00:15+00
12,669.5,2025-12-08 00:00:16+00
12,669.6,2025-12-08 00:00:17+00
12,671.1,2025-12-08 00:00:18+00
12,683.9,2025-12-08 00:00:19+00
12,672.9,2025-12-08 00:00:20+00
12,676.4,2025-12-08 00:00:21+00
12,670,2025-12-08 00:00:22+00
12,670.6,2025-12-08 00:00:23+00
12,670.7,2025-12-08 00:00:24+00
12,665.8,2025-12-08 00:00:25+00
12,668.2,2025-12-08 00:00:26+00
12,688.7,2025-12-08 00:00:27+00
12,670.1,2025-12-08 00:00:28+00
12,669.1,2025-12-08 00:00:29+00
12,666.4,2025-12-08 00:00:30+00
12,665.4,2025-12-08 00:00:31+00
12,670.3,2025-12-08 00:00:32+00
12,802.1,2025-12-08 00:00:33+00
12,772.3,2025-12-08 00:00:34+00
12,778.6,2025-12-08 00:00:35+00
12,771.7,2025-12-08 00:00:36+00
12,679.4,2025-12-08 00:00:37+00
12,767.7,2025-12-08 00:00:38+00
12,825.3,2025-12-08 00:00:39+00
12,783.5,2025-12-08 00:00:40+00
12,785.8,2025-12-08 00:00:41+00
12,784.5,2025-12-08 00:00:42+00
12,774.3,2025-12-08 00:00:43+00
12,772.1,2025-12-08 00:00:44+00
12,769.5,2025-12-08 00:00:45+00
12,774,2025-12-08 00:00:46+00
12,770.6,2025-12-08 00:00:47+00
12,774.2,2025-12-08 00:00:48+00
12,770.9,2025-12-08 00:00:49+00
12,772.5,2025-12-08 00:00:50+00
12,776.1,2025-12-08 00:00:51+00
12,775.3,2025-12-08 00:00:52+00
12,771.4,2025-12-08 00:00:53+00
12,771.5,2025-12-08 00:00:54+00
12,774.2,2025-12-08 00:00:55+00
12,773.3,2025-12-08 00:00:56+00
12,774.4,2025-12-08 00:00:57+00
12,773.7,2025-12-08 00:00:58+00
12,773.8,2025-12-08 00:00:59+00
12,1185.914286,2025-12-08 00:01:00+00
12,1185.914286,2025-12-08 00:01:01+00
12,1185.914286,2025-12-08 00:01:02+00
12,1185.914286,2025-12-08 00:01:03+00
12,776,2025-12-08 00:01:04+00
12,1001.4,2025-12-08 00:01:05+00
12,1156,2025-12-08 00:01:06+00
12,992.9,2025-12-08 00:01:07+00
12,973.6,2025-12-08 00:01:08+00
12,1051.1,2025-12-08 00:01:09+00
12,984.1,2025-12-08 00:01:10+00
12,1033.5,2025-12-08 00:01:11+00
12,1060.7,2025-12-08 00:01:12+00
12,1085.5,2025-12-08 00:01:13+00
12,1113.4,2025-12-08 00:01:14+00
12,1137.7,2025-12-08 00:01:15+00
12,1154.2,2025-12-08 00:01:16+00
12,1175,2025-12-08 00:01:17+00
12,1192.7,2025-12-08 00:01:18+00
12,1206.6,2025-12-08 00:01:19+00
12,1216.7,2025-12-08 00:01:20+00
12,1219.7,2025-12-08 00:01:21+00
12,1215,2025-12-08 00:01:22+00
12,1222,2025-12-08 00:01:23+00
12,1226.8,2025-12-08 00:01:24+00
12,1222.7,2025-12-08 00:01:25+00
12,1220.2,2025-12-08 00:01:26+00
12,1226.2,2025-12-08 00:01:27+00
12,1225.8,2025-12-08 00:01:28+00
12,1228,2025-12-08 00:01:29+00
12,1223.4,2025-12-08 00:01:30+00
12,1220.4,2025-12-08 00:01:31+00
12,1220.5,2025-12-08 00:01:32+00
12,1221.1,2025-12-08 00:01:33+00
12,1223.1,2025-12-08 00:01:34+00
12,1224.2,2025-12-08 00:01:35+00
12,1225.9,2025-12-08 00:01:36+00
12,1218,2025-12-08 00:01:37+00
12,1218.8,2025-12-08 00:01:38+00
12,1223.7,2025-12-08 00:01:39+00
12,1224.9,2025-12-08 00:01:40+00
12,1224.9,2025-12-08 00:01:41+00
12,1230.7,2025-12-08 00:01:42+00
12,1234.2,2025-12-08 00:01:43+00
12,1232.6,2025-12-08 00:01:44+00
12,1241,2025-12-08 00:01:45+00
12,1242.9,2025-12-08 00:01:46+00
12,1241.5,2025-12-08 00:01:47+00
12,1244.9,2025-12-08 00:01:48+00
12,1242.9,2025-12-08 00:01:49+00
12,1244.7,2025-12-08 00:01:50+00
12,1249.2,2025-12-08 00:01:51+00
12,1249.1,2025-12-08 00:01:52+00
12,1246.6,2025-12-08 00:01:53+00
12,1249.6,2025-12-08 00:01:54+00
12,1248.1,2025-12-08 00:01:55+00
12,1248.5,2025-12-08 00:01:56+00
12,1254.1,2025-12-08 00:01:57+00
12,1252.1,2025-12-08 00:01:58+00
12,1272.1,2025-12-08 00:01:59+00
12,1254.1,2025-12-08 00:02:00+00
12,1247.2,2025-12-08 00:02:01+00
12,1245.8,2025-12-08 00:02:02+00
12,1246.8,2025-12-08 00:02:03+00
12,1246.3,2025-12-08 00:02:04+00
12,1245.7,2025-12-08 00:02:05+00
12,1247.9,2025-12-08 00:02:06+00
12,1251.5,2025-12-08 00:02:07+00
12,1243.7,2025-12-08 00:02:08+00
12,1242.4,2025-12-08 00:02:09+00
12,1245.3,2025-12-08 00:02:10+00
12,1241.6,2025-12-08 00:02:11+00
12,1246.5,2025-12-08 00:02:12+00
12,1242.8,2025-12-08 00:02:13+00
12,1243.8,2025-12-08 00:02:14+00
12,1263.2,2025-12-08 00:02:15+00
12,1242.6,2025-12-08 00:02:16+00
12,1246.8,2025-12-08 00:02:17+00
12,1247.5,2025-12-08 00:02:18+00
12,1252.3,2025-12-08 00:02:19+00
12,1252.5,2025-12-08 00:02:20+00
12,1255.7,2025-12-08 00:02:21+00
12,1249.7,2025-12-08 00:02:22+00
12,1249.9,2025-12-08 00:02:23+00
12,1253.8,2025-12-08 00:02:24+00
12,1246.3,2025-12-08 00:02:25+00
12,1246.4,2025-12-08 00:02:26+00
12,1251.4,2025-12-08 00:02:27+00
12,1250.2,2025-12-08 00:02:28+00
12,1251.9,2025-12-08 00:02:29+00
12,1249.4,2025-12-08 00:02:30+00
12,1243.6,2025-12-08 00:02:31+00
12,1244.6,2025-12-08 00:02:32+00
12,1249,2025-12-08 00:02:33+00
12,1245.5,2025-12-08 00:02:34+00
12,1246.8,2025-12-08 00:02:35+00
12,1245.9,2025-12-08 00:02:36+00
12,1244.2,2025-12-08 00:02:37+00
12,1246.1,2025-12-08 00:02:38+00
12,1248.3,2025-12-08 00:02:39+00
12,1247.9,2025-12-08 00:02:40+00
12,1252.5,2025-12-08 00:02:41+00
12,1244.7,2025-12-08 00:02:42+00
12,1241.1,2025-12-08 00:02:43+00
12,1246,2025-12-08 00:02:44+00
12,1244.3,2025-12-08 00:02:45+00
12,1247.8,2025-12-08 00:02:46+00
12,1249.3,2025-12-08 00:02:47+00
12,1244.5,2025-12-08 00:02:48+00
12,1243.6,2025-12-08 00:02:49+00
12,1244.2,2025-12-08 00:02:50+00
12,1247.9,2025-12-08 00:02:51+00
12,1244.6,2025-12-08 00:02:52+00
12,1244.1,2025-12-08 00:02:53+00
12,1240.1,2025-12-08 00:02:54+00
12,1244,2025-12-08 00:02:55+00
12,1244,2025-12-08 00:02:56+00
12,1248.6,2025-12-08 00:02:57+00
12,1244.1,2025-12-08 00:02:58+00
12,1252.4,2025-12-08 00:02:59+00
12,1246.2,2025-12-08 00:03:00+00
12,1248.9,2025-12-08 00:03:01+00
12,1246.9,2025-12-08 00:03:02+00
12,1244.8,2025-12-08 00:03:03+00
12,1260.8,2025-12-08 00:03:04+00
12,1245.1,2025-12-08 00:03:05+00
12,1266.2,2025-12-08 00:03:06+00
12,1241.4,2025-12-08 00:03:07+00
12,1239.3,2025-12-08 00:03:08+00
12,1250.5,2025-12-08 00:03:09+00
12,1247.3,2025-12-08 00:03:10+00
12,1243.3,2025-12-08 00:03:11+00
12,1246.6,2025-12-08 00:03:12+00
12,1242.8,2025-12-08 00:03:13+00
12,1244.1,2025-12-08 00:03:14+00
12,1254.5,2025-12-08 00:03:15+00
12,1240.1,2025-12-08 00:03:16+00
12,1242.3,2025-12-08 00:03:17+00
12,1246.7,2025-12-08 00:03:18+00
12,1248.7,2025-12-08 00:03:19+00
12,1246.5,2025-12-08 00:03:20+00
12,1250.9,2025-12-08 00:03:21+00
12,1249.3,2025-12-08 00:03:22+00
12,1255.4,2025-12-08 00:03:23+00
12,1258.8,2025-12-08 00:03:24+00
12,1238.9,2025-12-08 00:03:25+00
12,1245.2,2025-12-08 00:03:26+00
12,1282.2,2025-12-08 00:03:27+00
12,1375.8,2025-12-08 00:03:28+00
