sensor_id,aprt_power,sensor_timestamp
4,675.9,2025-12-08 00:00:00+00
4,678.8,2025-12-08 00:00:01+00
4,658.2,2025-12-08 00:00:02+00
4,661.7,2025-12-08 00:00:03+00
4,666.8,2025-12-08 00:00:04+00
4,674,2025-12-08 00:00:05+00
4,655.6,2025-12-08 00:00:06+00
4,659.9,2025-12-08 00:00:07+00
4,667.9,2025-12-08 00:00:08+00
4,672.6,2025-12-08 00:00:09+00
4,669.8,2025-12-08 00:00:10+00
4,676.3,2025-12-08 00:00:11+00
4,668.6,2025-12-08 00:00:12+00
4,662.9,2025-12-08 00:00:13+00
4,673.4,2025-12-08 00:00:14+00
4,662.7,2025-12-08 00:00:15+00
4,679.3,2025-12-08 00:00:16+00
4,664.2,2025-12-08 00:00:17+00
4,680.7,2025-12-08 00:00:18+00
4,688.8,2025-12-08 00:00:19+00
4,666.8,2025-12-08 00:00:20+00
4,673.8,2025-12-08 00:00:21+00
4,665.1,2025-12-08 00:00:22+00
4,668.2,2025-12-08 00:00:23+00
4,667.8,2025-12-08 00:00:24+00
4,656.3,2025-12-08 00:00:25+00
4,668.5,2025-12-08 00:00:26+00
4,687.7,2025-12-08 00:00:27+00
4,657.8,2025-12-08 00:00:28+00
4,665.9,2025-12-08 00:00:29+00
4,663.3,2025-12-08 00:00:30+00
4,665.4,2025-12-08 00:00:31+00
4,666.2,2025-12-08 00:00:32+00
4,795.7,2025-12-08 00:00:33+00
4,759.7,2025-12-08 00:00:34+00
4,781,2025-12-08 00:00:35+00
4,766.7,2025-12-08 00:00:36+00
4,680.5,2025-12-08 00:00:37+00
4,761.5,2025-12-08 00:00:38+00
4,812.6,2025-12-08 00:00:39+00
4,779.3,2025-12-08 00:00:40+00
4,781.1,2025-12-08 00:00:41+00
4,695.3,2025-12-08 00:00:42+00
4,696.4,2025-12-08 00:00:43+00
4,764.3,2025-12-08 00:00:44+00
4,760.9,2025-12-08 00:00:45+00
4,766.5,2025-12-08 00:00:46+00
4,766.4,2025-12-08 00:00:47+00
4,762.4,2025-12-08 00:00:48+00
4,762.1,2025-12-08 00:00:49+00
4,765.7,2025-12-08 00:00:50+00
4,761.9,2025-12-08 00:00:51+00
4,699.1,2025-12-08 00:00:52+00
4,700.3,2025-12-08 00:00:53+00
4,700,2025-12-08 00:00:54+00
4,701.5,2025-12-08 00:00:55+00
4,710.8,2025-12-08 00:00:56+00
4,708.4,2025-12-08 00:00:57+00
4,702.1,2025-12-08 00:00:58+00
